Dataset,RiskPct,TradingWeekStart,WeekStartBalance,RiskAmountYen,Trades,WeekYenPnL,WeekReturnPct,WeekEndBalance
Global_H1_ATR_P70_Risk_1.5pct,0.015,2015-11-02 06:00:00,633648.0,9505.0,15,-4498.0,-0.71,629150.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2015-11-09 06:00:00,629150.0,9437.0,35,31703.0,5.04,660853.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2015-11-16 06:00:00,660853.0,9913.0,17,14697.0,2.22,675550.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2015-11-23 06:00:00,675550.0,10133.0,28,-6779.0,-1.0,668771.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2015-11-30 06:00:00,668771.0,10032.0,19,86728.0,12.97,755499.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2015-12-07 06:00:00,755499.0,11332.0,14,32501.0,4.3,788001.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2015-12-14 06:00:00,788001.0,11820.0,2,16285.0,2.07,804286.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2015-12-21 06:00:00,804286.0,12064.0,16,22642.0,2.82,826928.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-01-04 06:00:00,826928.0,12404.0,3,-37212.0,-4.5,789716.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-01-11 06:00:00,789716.0,11846.0,3,15507.0,1.96,805222.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-01-18 06:00:00,805222.0,12078.0,3,1434.0,0.18,806657.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-01-25 06:00:00,806657.0,12100.0,6,40505.0,5.02,847161.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-02-01 06:00:00,847161.0,12707.0,4,12939.0,1.53,860100.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-02-08 06:00:00,860100.0,12902.0,1,-12902.0,-1.5,847199.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-02-15 06:00:00,847199.0,12708.0,1,37714.0,4.45,884913.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-02-22 06:00:00,884913.0,13274.0,3,-4808.0,-0.54,880105.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-02-29 06:00:00,880105.0,13202.0,2,-26403.0,-3.0,853702.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-03-07 06:00:00,853702.0,12806.0,5,82549.0,9.67,936251.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-03-14 06:00:00,936251.0,14044.0,5,-28408.0,-3.03,907843.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-03-21 06:00:00,907843.0,13618.0,22,-10963.0,-1.21,896880.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-03-28 06:00:00,896880.0,13453.0,21,60838.0,6.78,957718.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-04-04 06:00:00,957718.0,14366.0,8,32441.0,3.39,990159.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-04-11 06:00:00,990159.0,14852.0,5,-2225.0,-0.22,987934.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-04-18 06:00:00,987934.0,14819.0,8,24485.0,2.48,1012420.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-04-25 06:00:00,1012420.0,15186.0,8,23195.0,2.29,1035615.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-05-02 06:00:00,1035615.0,15534.0,6,3556.0,0.34,1039171.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-05-09 06:00:00,1039171.0,15588.0,16,48953.0,4.71,1088124.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-05-16 06:00:00,1088124.0,16322.0,11,37212.0,3.42,1125336.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-05-23 06:00:00,1125336.0,16880.0,28,-69093.0,-6.14,1056243.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-05-30 06:00:00,1056243.0,15844.0,10,-13655.0,-1.29,1042588.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-06-06 06:00:00,1042588.0,15639.0,11,27228.0,2.61,1069816.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-06-13 06:00:00,1069816.0,16047.0,6,48824.0,4.56,1118640.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-06-20 06:00:00,1118640.0,16780.0,7,52763.0,4.72,1171402.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-06-27 06:00:00,1171402.0,17571.0,1,-2996.0,-0.26,1168406.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-07-04 06:00:00,1168406.0,17526.0,7,71830.0,6.15,1240236.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-07-11 06:00:00,1240236.0,18604.0,13,196081.0,15.81,1436317.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-07-18 06:00:00,1436317.0,21545.0,6,-12783.0,-0.89,1423534.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-07-25 06:00:00,1423534.0,21353.0,9,82895.0,5.82,1506428.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-08-01 06:00:00,1506428.0,22596.0,7,18036.0,1.2,1524464.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-08-08 06:00:00,1524464.0,22867.0,23,219246.0,14.38,1743710.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-08-15 06:00:00,1743710.0,26156.0,15,21939.0,1.26,1765649.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-08-22 06:00:00,1765649.0,26485.0,23,-9306.0,-0.53,1756343.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-08-29 06:00:00,1756343.0,26345.0,14,10334.0,0.59,1766677.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-09-05 06:00:00,1766677.0,26500.0,15,-12606.0,-0.71,1754070.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-09-12 06:00:00,1754070.0,26311.0,21,-268060.0,-15.28,1486010.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-09-19 06:00:00,1486010.0,22290.0,22,95029.0,6.39,1581039.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-09-26 06:00:00,1581039.0,23716.0,25,-33801.0,-2.14,1547237.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-10-03 06:00:00,1547237.0,23209.0,11,-25221.0,-1.63,1522016.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-10-10 06:00:00,1522016.0,22830.0,10,95791.0,6.29,1617807.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-10-17 06:00:00,1617807.0,24267.0,15,-2387.0,-0.15,1615420.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-10-24 06:00:00,1615420.0,24231.0,24,134319.0,8.31,1749740.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-10-31 06:00:00,1749740.0,26246.0,9,-3170.0,-0.18,1746569.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-11-07 06:00:00,1746569.0,26199.0,5,29854.0,1.71,1776423.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-11-14 06:00:00,1776423.0,26646.0,1,19670.0,1.11,1796093.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-11-21 06:00:00,1796093.0,26941.0,18,221317.0,12.32,2017410.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-11-28 06:00:00,2017410.0,30261.0,5,51900.0,2.57,2069310.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-12-05 06:00:00,2069310.0,31040.0,12,123682.0,5.98,2192991.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-12-12 06:00:00,2192991.0,32895.0,12,57926.0,2.64,2250917.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2016-12-19 06:00:00,2250917.0,33764.0,22,-109970.0,-4.89,2140947.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-01-02 06:00:00,2140947.0,32114.0,7,115876.0,5.41,2256823.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-01-09 06:00:00,2256823.0,33852.0,29,47383.0,2.1,2304206.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-01-16 06:00:00,2304206.0,34563.0,9,-91547.0,-3.97,2212659.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-01-23 06:00:00,2212659.0,33190.0,17,-108938.0,-4.92,2103720.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-01-30 06:00:00,2103720.0,31556.0,9,-139580.0,-6.63,1964140.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-02-06 06:00:00,1964140.0,29462.0,27,38443.0,1.96,2002583.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-02-13 06:00:00,2002583.0,30039.0,26,194929.0,9.73,2197512.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-02-20 06:00:00,2197512.0,32963.0,26,247856.0,11.28,2445368.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-02-27 06:00:00,2445368.0,36681.0,21,364376.0,14.9,2809744.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-03-06 06:00:00,2809744.0,42146.0,28,188556.0,6.71,2998300.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-03-13 06:00:00,2998300.0,44975.0,25,544367.0,18.16,3542667.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-03-20 06:00:00,3542667.0,53140.0,27,-168902.0,-4.77,3373765.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-03-27 06:00:00,3373765.0,50606.0,30,223507.0,6.62,3597272.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-04-03 06:00:00,3597272.0,53959.0,22,-365953.0,-10.17,3231320.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-04-10 06:00:00,3231320.0,48470.0,37,-75581.0,-2.34,3155739.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-04-17 06:00:00,3155739.0,47336.0,27,-21261.0,-0.67,3134478.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-04-24 06:00:00,3134478.0,47017.0,16,-157269.0,-5.02,2977209.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-05-01 06:00:00,2977209.0,44658.0,13,22407.0,0.75,2999616.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-05-08 06:00:00,2999616.0,44994.0,28,-131399.0,-4.38,2868217.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-05-15 06:00:00,2868217.0,43023.0,27,113008.0,3.94,2981225.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-05-22 06:00:00,2981225.0,44718.0,30,283543.0,9.51,3264768.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-05-29 06:00:00,3264768.0,48972.0,18,-8658.0,-0.27,3256110.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-06-05 06:00:00,3256110.0,48842.0,21,505543.0,15.53,3761653.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-06-12 06:00:00,3761653.0,56425.0,24,-327608.0,-8.71,3434045.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-06-19 06:00:00,3434045.0,51511.0,29,84741.0,2.47,3518787.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-06-26 06:00:00,3518787.0,52782.0,27,223379.0,6.35,3742166.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-07-03 06:00:00,3742166.0,56132.0,23,151444.0,4.05,3893609.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-07-10 06:00:00,3893609.0,58404.0,40,-34594.0,-0.89,3859015.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-07-17 06:00:00,3859015.0,57885.0,22,220901.0,5.72,4079917.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-07-24 06:00:00,4079917.0,61199.0,24,355372.0,8.71,4435288.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-07-31 06:00:00,4435288.0,66529.0,18,415545.0,9.37,4850833.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-08-07 06:00:00,4850833.0,72763.0,20,303540.0,6.26,5154373.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-08-14 06:00:00,5154373.0,77316.0,19,205500.0,3.99,5359873.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-08-21 06:00:00,5359873.0,80398.0,22,-2218.0,-0.04,5357655.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-08-28 06:00:00,5357655.0,80365.0,13,198636.0,3.71,5556290.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-09-04 06:00:00,5556290.0,83344.0,21,-251746.0,-4.53,5304544.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-09-11 06:00:00,5304544.0,79568.0,36,408804.0,7.71,5713348.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-09-18 06:00:00,5713348.0,85700.0,18,-2938.0,-0.05,5710411.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-09-25 06:00:00,5710411.0,85656.0,27,-396622.0,-6.95,5313788.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-10-02 06:00:00,5313788.0,79707.0,17,-19109.0,-0.36,5294679.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-10-09 06:00:00,5294679.0,79420.0,16,275188.0,5.2,5569867.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-10-16 06:00:00,5569867.0,83548.0,21,271199.0,4.87,5841067.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-10-23 06:00:00,5841067.0,87616.0,24,-242202.0,-4.15,5598865.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-10-30 06:00:00,5598865.0,83983.0,10,-52003.0,-0.93,5546862.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-11-06 06:00:00,5546862.0,83203.0,35,177425.0,3.2,5724287.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-11-13 06:00:00,5724287.0,85864.0,32,509387.0,8.9,6233674.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-11-20 06:00:00,6233674.0,93505.0,29,-239753.0,-3.85,5993921.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-11-27 06:00:00,5993921.0,89909.0,27,135630.0,2.26,6129552.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-12-04 06:00:00,6129552.0,91943.0,14,-13865.0,-0.23,6115687.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-12-11 06:00:00,6115687.0,91735.0,28,693423.0,11.34,6809111.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2017-12-18 06:00:00,6809111.0,102137.0,24,251095.0,3.69,7060205.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-01-01 06:00:00,7060205.0,105903.0,4,-135472.0,-1.92,6924733.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-01-08 06:00:00,6924733.0,103871.0,35,-328609.0,-4.75,6596125.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-01-15 06:00:00,6596125.0,98942.0,20,541566.0,8.21,7137691.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-01-22 06:00:00,7137691.0,107065.0,22,1040614.0,14.58,8178305.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-01-29 06:00:00,8178305.0,122675.0,9,361777.0,4.42,8540082.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-02-05 06:00:00,8540082.0,128101.0,7,-265279.0,-3.11,8274803.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-02-12 06:00:00,8274803.0,124122.0,14,79148.0,0.96,8353951.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-02-19 06:00:00,8353951.0,125309.0,27,-277584.0,-3.32,8076367.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-02-26 06:00:00,8076367.0,121146.0,20,-132103.0,-1.64,7944264.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-03-05 06:00:00,7944264.0,119164.0,9,290432.0,3.66,8234696.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-03-12 06:00:00,8234696.0,123520.0,41,1112543.0,13.51,9347239.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-03-19 06:00:00,9347239.0,140209.0,15,782114.0,8.37,10129353.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-03-26 06:00:00,10129353.0,151940.0,29,399092.0,3.94,10528445.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-04-02 06:00:00,10528445.0,157927.0,22,-1024478.0,-9.73,9503967.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-04-09 06:00:00,9503967.0,142560.0,44,431832.0,4.54,9935799.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-04-16 06:00:00,9935799.0,149037.0,28,188484.0,1.9,10124283.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-04-23 06:00:00,10124283.0,151864.0,29,-99290.0,-0.98,10024993.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-04-30 06:00:00,10024993.0,150375.0,15,231234.0,2.31,10256227.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-05-07 06:00:00,10256227.0,153843.0,34,-132362.0,-1.29,10123865.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-05-14 06:00:00,10123865.0,151858.0,36,-21500.0,-0.21,10102365.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-05-21 06:00:00,10102365.0,151535.0,26,-139699.0,-1.38,9962665.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-05-28 06:00:00,9962665.0,149440.0,15,228566.0,2.29,10191232.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-06-04 06:00:00,10191232.0,152868.0,19,918937.0,9.02,11110169.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-06-11 06:00:00,11110169.0,166653.0,22,-621.0,-0.01,11109548.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-06-18 06:00:00,11109548.0,166643.0,21,-103770.0,-0.93,11005778.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-06-25 06:00:00,11005778.0,165087.0,31,-300716.0,-2.73,10705062.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-07-02 06:00:00,10705062.0,160576.0,23,-437389.0,-4.09,10267673.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-07-09 06:00:00,10267673.0,154015.0,42,804652.0,7.84,11072325.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-07-16 06:00:00,11072325.0,166085.0,28,700965.0,6.33,11773290.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-07-23 06:00:00,11773290.0,176599.0,31,334867.0,2.84,12108157.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-07-30 06:00:00,12108157.0,181622.0,12,283875.0,2.34,12392032.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-08-06 06:00:00,12392032.0,185880.0,22,135217.0,1.09,12527250.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-08-13 06:00:00,12527250.0,187909.0,13,-359912.0,-2.87,12167338.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-08-20 06:00:00,12167338.0,182510.0,23,-191773.0,-1.58,11975565.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-08-27 06:00:00,11975565.0,179633.0,20,1811730.0,15.13,13787296.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-09-03 06:00:00,13787296.0,206809.0,20,201128.0,1.46,13988424.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-09-10 06:00:00,13988424.0,209826.0,39,2537322.0,18.14,16525746.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-09-17 06:00:00,16525746.0,247886.0,26,2836993.0,17.17,19362739.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-09-24 06:00:00,19362739.0,290441.0,28,184310.0,0.95,19547049.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-10-01 06:00:00,19547049.0,293206.0,13,923075.0,4.72,20470124.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-10-08 06:00:00,20470124.0,307052.0,14,-1056304.0,-5.16,19413820.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-10-15 06:00:00,19413820.0,291207.0,19,-151839.0,-0.78,19261982.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-10-22 06:00:00,19261982.0,288930.0,24,-2188540.0,-11.36,17073442.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-10-29 06:00:00,17073442.0,256102.0,8,-375193.0,-2.2,16698248.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-11-05 06:00:00,16698248.0,250474.0,25,730981.0,4.38,17429230.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-11-12 06:00:00,17429230.0,261438.0,26,307834.0,1.77,17737064.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-11-19 06:00:00,17737064.0,266056.0,27,-406593.0,-2.29,17330471.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-11-26 06:00:00,17330471.0,259957.0,32,2266499.0,13.08,19596970.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-12-03 06:00:00,19596970.0,293955.0,17,649753.0,3.32,20246723.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-12-10 06:00:00,20246723.0,303701.0,24,293249.0,1.45,20539972.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-12-17 06:00:00,20539972.0,308100.0,17,-509333.0,-2.48,20030639.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2018-12-24 06:00:00,20030639.0,300460.0,4,-218391.0,-1.09,19812248.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2019-01-07 06:00:00,19812248.0,297184.0,22,2177005.0,10.99,21989253.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2019-01-14 06:00:00,21989253.0,329839.0,23,-437512.0,-1.99,21551741.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2019-01-21 06:00:00,21551741.0,323276.0,23,-512471.0,-2.38,21039270.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2019-01-28 06:00:00,21039270.0,315589.0,15,-240632.0,-1.14,20798638.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2019-02-04 06:00:00,20798638.0,311980.0,21,-362591.0,-1.74,20436047.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2019-02-11 06:00:00,20436047.0,306541.0,35,2734025.0,13.38,23170072.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2019-02-18 06:00:00,23170072.0,347551.0,21,204186.0,0.88,23374258.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2019-02-25 06:00:00,23374258.0,350614.0,25,1498263.0,6.41,24872522.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2019-03-04 06:00:00,24872522.0,373088.0,20,-964389.0,-3.88,23908132.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2019-03-11 06:00:00,23908132.0,358622.0,30,1739194.0,7.27,25647326.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2019-03-18 06:00:00,25647326.0,384710.0,19,-497796.0,-1.94,25149530.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2019-03-25 06:00:00,25149530.0,377243.0,27,454491.0,1.81,25604021.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2019-04-01 06:00:00,25604021.0,384060.0,20,938860.0,3.67,26542881.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2019-04-08 06:00:00,26542881.0,398143.0,38,1631130.0,6.15,28174011.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2019-04-15 06:00:00,28174011.0,422610.0,31,695577.0,2.47,28869588.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2019-04-22 06:00:00,28869588.0,433044.0,28,-1200297.0,-4.16,27669291.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2019-04-29 06:00:00,27669291.0,415039.0,12,639751.0,2.31,28309043.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2019-05-06 06:00:00,28309043.0,424636.0,22,-591828.0,-2.09,27717215.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2019-05-13 06:00:00,27717215.0,415758.0,40,-2165098.0,-7.81,25552116.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2019-05-20 06:00:00,25552116.0,383282.0,31,-349210.0,-1.37,25202907.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2019-05-27 06:00:00,25202907.0,378044.0,33,452378.0,1.79,25655285.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2019-06-03 06:00:00,25655285.0,384829.0,21,234546.0,0.91,25889832.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2019-06-10 06:00:00,25889832.0,388347.0,42,-4194379.0,-16.2,21695452.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2019-06-17 06:00:00,21695452.0,325432.0,20,-757457.0,-3.49,20937996.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2019-06-24 06:00:00,20937996.0,314070.0,33,557918.0,2.66,21495913.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2019-07-01 06:00:00,21495913.0,322439.0,21,-99750.0,-0.46,21396164.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2019-07-08 06:00:00,21396164.0,320942.0,40,-800080.0,-3.74,20596083.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2019-07-15 06:00:00,20596083.0,308941.0,31,-14654.0,-0.07,20581430.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2019-07-22 06:00:00,20581430.0,308721.0,34,-638898.0,-3.1,19942532.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2019-07-29 06:00:00,19942532.0,299138.0,12,720708.0,3.61,20663240.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2019-08-05 06:00:00,20663240.0,309949.0,15,1188076.0,5.75,21851316.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2019-08-12 06:00:00,21851316.0,327770.0,17,-671415.0,-3.07,21179901.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2019-08-19 06:00:00,21179901.0,317699.0,23,715634.0,3.38,21895535.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2019-08-26 06:00:00,21895535.0,328433.0,13,228489.0,1.04,22124024.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2019-09-02 06:00:00,22124024.0,331860.0,21,586962.0,2.65,22710986.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2019-09-09 06:00:00,22710986.0,340665.0,38,5205763.0,22.92,27916749.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2019-09-16 06:00:00,27916749.0,418751.0,21,-520263.0,-1.86,27396486.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2019-09-23 06:00:00,27396486.0,410947.0,35,-1488102.0,-5.43,25908384.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2019-09-30 06:00:00,25908384.0,388626.0,16,348920.0,1.35,26257304.0
Global_H1_ATR_P70_Risk_1.5pct,0.015,2019-10-07 06:00:00,26257304.0,393860.0,15,622621.0,2.37,26879925.0
